business_channel_id,registered,site_id,first_time_buyer,promotion_id,coupon_id,device_class_code,locale_code,std_revenue,num_orders,num_units,std_tax,std_shipping,num_promotion_uses,std_total_discount,submit_date,campaign_id,std_item_discount,std_order_discount,std_shipping_discount,std_order_net,std_shipping_net,std_discount,num_order_units
7,false,309,true,1770002,1,desktop,UNKNOWN_LOCALE,3.247667,1,6.000000,0.563749,0.117786,1,0.117786,2017-01-01,,0.000000,0.000000,0.117786,68.875880,,,
7,false,309,true,1770002,1,smartphone,UNKNOWN_LOCALE,2.958755,1,5.000000,0.513374,0.118530,1,0.118530,2017-01-01,,0.000000,0.000000,0.118530,62.753909,,,
7,false,309,true,1770002,1,tablet,UNKNOWN_LOCALE,3.406198,1,5.000000,0.591158,0.118530,1,0.118530,2017-01-01,,0.000000,0.000000,0.118530,72.243557,,,
7,true,102,true,10984,10224,unknown,UNKNOWN_LOCALE,7.231681,1,1.000000,1.424526,0.574808,1,1.404077,2017-01-01,,0.000000,1.404077,0.000000,25.898186,,,
7,true,102,true,11037,1,tablet,UNKNOWN_LOCALE,3.550654,1,3.000000,0.616346,0.088896,1,0.117786,2017-01-01,,0.000000,0.000000,0.117786,75.304542,,,
7,true,102,true,11228,1,unknown,UNKNOWN_LOCALE,6.141134,1,3.000000,1.099633,0.197661,1,0.395322,2017-01-01,,0.000000,0.000000,0.395322,39.900337,,,
7,true,102,true,11850,1,tablet,UNKNOWN_LOCALE,0.000000,1,1.000000,0.000000,0.029632,1,0.000000,2017-01-01,,0.000000,0.000000,0.000000,75.304542,,,
7,true,102,true,1500040,10189,unknown,UNKNOWN_LOCALE,6.141134,1,3.000000,1.099633,0.197661,1,2.385570,2017-01-01,,0.000000,2.385570,0.000000,39.900337,,,
7,true,103,false,11886,1,desktop,UNKNOWN_LOCALE,1.315659,1,7.000000,0.223349,0.059633,1,0.119266,2017-01-01,,0.000000,0.000000,0.119266,54.212855,,,
7,true,103,false,1370079,1,desktop,UNKNOWN_LOCALE,1.315659,1,7.000000,0.223349,0.059633,1,0.357805,2017-01-01,,0.000000,0.357805,0.000000,54.212855,,,
7,true,103,true,1370079,1,desktop,UNKNOWN_LOCALE,0.981189,1,4.000000,0.182235,0.118528,1,0.358548,2017-01-01,,0.000000,0.358548,0.000000,22.254743,,,
7,true,109,false,10115,900173,desktop,UNKNOWN_LOCALE,27.880000,1,13.000000,4.630000,0.000000,1,0.000000,2017-01-01,,0.000000,0.000000,0.000000,88.340000,,,
7,true,109,false,10487,900171,desktop,UNKNOWN_LOCALE,256.180000,3,30.000000,42.670000,0.000000,3,0.000000,2017-01-01,,0.000000,0.000000,0.000000,269.180000,,,
7,true,109,false,10487,900171,tablet,UNKNOWN_LOCALE,92.570000,1,8.000000,15.430000,0.000000,1,0.000000,2017-01-01,,0.000000,0.000000,0.000000,73.330000,,,
7,true,109,false,12104,900156,desktop,UNKNOWN_LOCALE,137.290000,2,22.000000,22.890000,0.000000,2,0.000000,2017-01-01,,0.000000,0.000000,0.000000,175.010000,,,
